timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1689830863247,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,4373,220,10,10,null,0,0,0
1689830863247,128,HTTP Request,200,,test 1-8,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863247,128,HTTP Request,200,,test 1-9,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830863247,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,4373,220,10,10,null,0,0,0
1689830863247,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,5419,146,10,10,null,0,0,0
1689830863247,130,HTTP Request,200,,test 1-3,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,130,0,0
1689830863247,130,HTTP Request,200,,test 1-6,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863249,133,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,4373,220,10,10,null,0,0,0
1689830863249,133,HTTP Request,200,,test 1-5,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,133,0,0
1689830863277,134,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,4373,220,10,10,null,0,1,0
1689830863278,134,HTTP Request,200,,test 1-4,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,134,0,0
1689830863294,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,5419,146,10,10,null,0,0,0
1689830863294,129,HTTP Request,200,,test 1-1,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863308,134,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,4373,220,10,10,null,0,1,0
1689830863309,134,HTTP Request,200,,test 1-2,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,134,0,0
1689830863312,134,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,5419,146,10,10,null,0,0,0
1689830863312,134,HTTP Request,200,,test 1-7,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,134,0,0
1689830863330,128,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,5419,146,10,10,null,0,0,0
1689830863330,128,HTTP Request,200,,test 1-10,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863375,129,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,4373,220,10,10,null,0,0,0
1689830863375,129,HTTP Request,200,,test 1-8,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863375,132,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,5419,146,10,10,null,0,0,0
1689830863375,132,HTTP Request,200,,test 1-9,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863377,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,5419,146,10,10,null,0,0,0
1689830863377,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,4373,220,10,10,null,0,0,0
1689830863377,130,HTTP Request,200,,test 1-3,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,130,0,0
1689830863377,130,HTTP Request,200,,test 1-6,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,130,0,0
1689830863382,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,5419,146,10,10,null,0,0,0
1689830863382,130,HTTP Request,200,,test 1-5,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,130,0,0
1689830863412,135,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,5419,146,10,10,null,0,0,0
1689830863412,135,HTTP Request,200,,test 1-4,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,135,0,0
1689830863423,127,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,4373,220,10,10,null,0,0,0
1689830863423,127,HTTP Request,200,,test 1-1,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,127,0,0
1689830863443,134,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,5419,146,10,10,null,0,1,0
1689830863444,134,HTTP Request,200,,test 1-2,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,134,0,0
1689830863458,129,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,4373,220,10,10,null,0,0,0
1689830863458,129,HTTP Request,200,,test 1-10,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830863446,145,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,4373,220,10,10,null,0,1,0
1689830863447,145,HTTP Request,200,,test 1-7,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,145,0,0
1689830863504,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,5419,146,10,10,null,0,0,0
1689830863504,129,HTTP Request,200,,test 1-8,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863507,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,4373,220,10,10,null,0,0,0
1689830863507,128,HTTP Request,200,,test 1-9,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,127,0,0
1689830863508,128,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,5419,146,10,10,null,0,0,0
1689830863508,128,HTTP Request,200,,test 1-6,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,127,0,0
1689830863508,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,4373,220,10,10,null,0,0,0
1689830863508,128,HTTP Request,200,,test 1-3,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830863512,132,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,4373,220,10,10,null,0,0,0
1689830863512,132,HTTP Request,200,,test 1-5,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,131,0,0
1689830863550,128,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,5419,146,10,10,null,0,0,0
1689830863550,128,HTTP Request,200,,test 1-1,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,127,0,0
1689830863547,132,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,4373,220,10,10,null,0,0,0
1689830863547,132,HTTP Request,200,,test 1-4,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,132,0,0
1689830863587,125,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,5419,146,10,10,null,0,0,0
1689830863587,125,HTTP Request,200,,test 1-10,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,125,0,0
1689830863578,136,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,4373,220,10,10,null,0,0,0
1689830863578,136,HTTP Request,200,,test 1-2,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,136,0,0
1689830863592,134,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,5419,146,10,10,null,0,1,0
1689830863593,134,HTTP Request,200,,test 1-7,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,134,0,0
1689830863633,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,4373,220,10,10,null,0,0,0
1689830863633,130,HTTP Request,200,,test 1-8,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863635,128,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,5419,146,10,10,null,0,0,0
1689830863635,128,HTTP Request,200,,test 1-9,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863636,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,5419,146,10,10,null,0,0,0
1689830863636,130,HTTP Request,200,,test 1-3,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,127,0,0
1689830863636,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,4373,220,10,10,null,0,0,0
1689830863636,130,HTTP Request,200,,test 1-6,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,130,0,0
1689830863644,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,5419,146,10,10,null,0,0,0
1689830863644,129,HTTP Request,200,,test 1-5,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863678,129,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,4373,220,10,10,null,0,0,0
1689830863678,129,HTTP Request,200,,test 1-1,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863679,132,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,5419,146,10,10,null,0,0,0
1689830863679,132,HTTP Request,200,,test 1-4,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,132,0,0
1689830863712,127,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,4373,220,10,10,null,0,1,0
1689830863713,127,HTTP Request,200,,test 1-10,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,126,0,0
1689830863714,133,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,5419,146,10,10,null,0,1,0
1689830863715,133,HTTP Request,200,,test 1-2,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,133,0,0
1689830863727,136,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,4373,220,10,10,null,0,1,0
1689830863727,136,HTTP Request,200,,test 1-7,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,136,0,0
1689830863763,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,5419,146,10,10,null,0,0,0
1689830863763,129,HTTP Request,200,,test 1-8,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863763,129,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,4373,220,10,10,null,0,0,0
1689830863763,129,HTTP Request,200,,test 1-9,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863767,127,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,5419,146,10,10,null,0,0,0
1689830863767,127,HTTP Request,200,,test 1-6,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,127,0,0
1689830863766,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,4373,220,10,10,null,0,0,0
1689830863766,128,HTTP Request,200,,test 1-3,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830863774,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,4373,220,10,10,null,0,0,0
1689830863774,130,HTTP Request,200,,test 1-5,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863808,128,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,5419,146,10,10,null,0,0,0
1689830863808,128,HTTP Request,200,,test 1-1,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,128,0,0
1689830863812,131,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,4373,220,10,10,null,0,0,0
1689830863812,131,HTTP Request,200,,test 1-4,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,131,0,0
1689830863840,127,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,5419,146,10,10,null,0,0,0
1689830863840,127,HTTP Request,200,,test 1-10,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,127,0,0
1689830863848,140,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,4373,220,10,10,null,0,0,0
1689830863848,140,HTTP Request,200,,test 1-2,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,134,0,0
1689830863864,139,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,5419,146,10,10,null,0,0,0
1689830863864,139,HTTP Request,200,,test 1-7,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,139,0,0
1689830863892,129,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,4373,220,10,10,null,0,0,0
1689830863892,129,HTTP Request,200,,test 1-8,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,129,0,0
1689830863892,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,5419,146,10,10,null,0,0,0
1689830863892,130,HTTP Request,200,,test 1-9,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863894,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,4373,220,10,10,null,0,0,0
1689830863894,128,HTTP Request,200,,test 1-6,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830863895,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-3,,true,,5419,146,10,10,null,0,0,0
1689830863895,129,HTTP Request,200,,test 1-3,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830863904,130,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-5,,true,,5419,146,10,10,null,0,0,0
1689830863904,130,HTTP Request,200,,test 1-5,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,130,0,0
1689830863936,130,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-1,,true,,4373,220,10,10,null,0,0,0
1689830863936,130,HTTP Request,200,,test 1-1,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,130,0,0
1689830863943,134,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-4,,true,,5419,146,10,10,null,0,0,0
1689830863943,134,HTTP Request,200,,test 1-4,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,134,0,0
1689830863967,131,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-10,,true,,4373,220,10,10,null,0,0,0
1689830863967,131,HTTP Request,200,,test 1-10,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,131,0,0
1689830863988,135,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-2,,true,,5419,146,10,10,null,0,0,0
1689830863988,135,HTTP Request,200,,test 1-2,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,135,0,0
1689830864003,137,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-7,,true,,4373,220,10,10,null,0,0,0
1689830864003,137,HTTP Request,200,,test 1-7,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,136,0,0
1689830864021,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-8,,true,,5419,146,10,10,null,0,0,0
1689830864021,129,HTTP Request,200,,test 1-8,text,true,,5419,146,10,10,https://petstore.octoperf.com/actions/Catalog.action,129,0,0
1689830864022,128,ClickFishCategory,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-9,,true,,4373,220,10,10,null,0,1,0
1689830864022,128,HTTP Request,200,,test 1-9,text,true,,4373,220,10,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=934377DDD3E60E41F953C3346E58E6C0?viewCategory=&categoryId=FISH,128,0,0
1689830864022,129,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",test 1-6,,true,,5419,146,10,10,null,0,0,0
